# S 1 scored data
# N 5
# L  distance  fwhm  total_intensity  on_axis_intensity  peak_intensity
 10  0.000139393  1.41138e+18  9.88547e+21  1.12556e+22  
 10.8163  0.000125782  1.41138e+18  1.13013e+22  1.33308e+22  
 11.6327  0.000115926  1.41138e+18  1.21216e+22  1.36842e+22  
 12.449  9.62139e-05  1.41138e+18  1.37915e+22  1.52342e+22  
 13.2653  8.35418e-05  1.41138e+18  1.39168e+22  1.84443e+22  
 14.0816  7.08697e-05  1.41138e+18  1.24425e+22  2.10468e+22  
 14.898  5.49123e-05  1.41138e+18  1.24433e+22  2.6625e+22  
 15.7143  3.80162e-05  1.41138e+18  2.03584e+22  3.55014e+22  
 16.5306  2.76908e-05  1.41138e+18  4.6845e+22  4.69205e+22  
 17.3469  9.85606e-06  1.41138e+18  9.63029e+22  9.64401e+22  
 18.1633  7.97871e-06  1.41138e+18  1.49106e+23  1.49423e+23  
 18.9796  7.04004e-06  1.41138e+18  1.45276e+23  1.45616e+23  
 19.7959  1.92428e-05  1.41138e+18  6.61407e+22  6.64526e+22  
 20.6122  3.33229e-05  1.41138e+18  2.17763e+22  4.09144e+22  
 21.4286  4.92803e-05  1.41138e+18  2.74853e+22  3.09575e+22  
 22.2449  6.7115e-05  1.41138e+18  1.67832e+22  2.35019e+22  
 23.0612  8.40111e-05  1.41138e+18  1.37036e+22  1.89326e+22  
 23.8776  0.000103723  1.41138e+18  1.23938e+22  1.58956e+22  
 24.6939  0.000120619  1.41138e+18  1.03495e+22  1.44414e+22  
 25.5102  0.000138454  1.41138e+18  8.85025e+21  1.24773e+22  
 26.3265  0.000160044  1.41138e+18  7.74253e+21  1.07661e+22  
 27.1429  0.000182572  1.41138e+18  7.54434e+21  8.55785e+21  
 27.9592  0.000204161  1.41138e+18  6.50836e+21  7.66748e+21  
 28.7755  0.000221996  1.41138e+18  6.03086e+21  7.90251e+21  
 29.5918  0.000235137  1.41138e+18  5.68302e+21  7.90551e+21  
 30.4082  0.000244524  1.41138e+18  5.27068e+21  7.85015e+21  
 31.2245  0.00026142  1.41138e+18  4.80634e+21  6.79208e+21  
 32.0408  0.000276439  1.41138e+18  4.92143e+21  6.80806e+21  
 32.8571  0.000290519  1.41138e+18  4.1917e+21  6.25068e+21  
 33.6735  0.000307415  1.41138e+18  4.5983e+21  6.11981e+21  
 34.4898  0.000327127  1.41138e+18  3.96718e+21  6.01139e+21  
 35.3061  0.000340269  1.41138e+18  4.67992e+21  6.27089e+21  
 36.1224  0.000374999  1.41138e+18  3.21604e+21  6.13932e+21  
 36.9388  0.000374999  1.41138e+18  3.74593e+21  6.89168e+21  
 37.7551  0.000374999  1.41138e+18  3.50628e+21  8.55448e+21  
 38.5714  0.000374999  1.41138e+18  3.08786e+21  1.00281e+22  
 39.3878  0.000374999  1.41138e+18  2.73563e+21  1.18526e+22  
 40.2041  0.000374999  1.41138e+18  3.15023e+21  1.27345e+22  
 41.0204  0.000374999  1.41138e+18  2.7329e+21  1.26959e+22  
 41.8367  0.000374999  1.41138e+18  3.00726e+21  1.18642e+22  
 42.6531  0.000374999  1.41138e+18  1.5581e+21  1.00252e+22  
 43.4694  0.000374999  1.41138e+18  3.06511e+21  9.87291e+21  
 44.2857  0.000374999  1.41138e+18  3.14468e+21  1.07044e+22  
 45.102  0.000374999  1.41138e+18  3.53607e+21  1.14494e+22  
 45.9184  0.000374999  1.41138e+18  4.05462e+21  1.07756e+22  
 46.7347  0.000374999  1.41138e+18  3.83488e+21  1.03958e+22  
 47.551  0.000374999  1.41138e+18  3.29955e+21  1.03792e+22  
 48.3673  0.000374999  1.41138e+18  1.09177e+21  9.75205e+21  
 49.1837  0.000374999  1.41138e+18  3.78529e+21  9.43317e+21  
 50  0.000374999  1.41138e+18  1.65135e+21  9.28916e+21  
