#S 1 spectral density
#N 2
#UFWHM 10.7947
#L  abscissas [um]  spectral density
-93.75  1.26702e+19
-93.5153  1.34122e+19
-93.2807  1.47887e+19
-93.046  1.71611e+19
-92.8113  2.11e+19
-92.5767  2.72573e+19
-92.342  3.34459e+19
-92.1073  4.0155e+19
-91.8727  4.56211e+19
-91.638  4.82423e+19
-91.4033  4.84476e+19
-91.1687  4.65519e+19
-90.934  4.23814e+19
-90.6993  3.60901e+19
-90.4646  3.00436e+19
-90.23  2.35429e+19
-89.9953  1.89816e+19
-89.7606  1.53684e+19
-89.526  1.40462e+19
-89.2913  1.28083e+19
-89.0566  1.3008e+19
-88.822  1.34826e+19
-88.5873  1.36367e+19
-88.3526  1.47105e+19
-88.118  1.8846e+19
-87.8833  2.47669e+19
-87.6486  3.10106e+19
-87.414  3.94083e+19
-87.1793  4.4668e+19
-86.9446  4.85607e+19
-86.71  5.09129e+19
-86.4753  5.16864e+19
-86.2406  4.82035e+19
-86.006  4.34508e+19
-85.7713  3.70064e+19
-85.5366  3.05803e+19
-85.302  2.51741e+19
-85.0673  2.1489e+19
-84.8326  1.98439e+19
-84.5979  1.89888e+19
-84.3633  2.02813e+19
-84.1286  2.05028e+19
-83.8939  2.264e+19
-83.6593  2.52466e+19
-83.4246  3.2307e+19
-83.1899  3.82721e+19
-82.9553  4.82352e+19
-82.7206  5.58593e+19
-82.4859  6.3531e+19
-82.2513  6.89564e+19
-82.0166  7.30673e+19
-81.7819  7.35823e+19
-81.5473  7.05672e+19
-81.3126  6.43412e+19
-81.0779  5.70438e+19
-80.8433  4.94872e+19
-80.6086  4.14427e+19
-80.3739  3.48255e+19
-80.1393  3.14853e+19
-79.9046  2.90155e+19
-79.6699  2.97561e+19
-79.4353  3.35097e+19
-79.2006  3.85814e+19
-78.9659  4.41727e+19
-78.7312  5.39238e+19
-78.4966  6.46571e+19
-78.2619  7.70344e+19
-78.0272  9.19488e+19
-77.7926  1.06359e+20
-77.5579  1.15625e+20
-77.3232  1.22215e+20
-77.0886  1.25893e+20
-76.8539  1.2328e+20
-76.6192  1.18564e+20
-76.3846  1.10533e+20
-76.1499  9.97225e+19
-75.9152  8.65276e+19
-75.6806  7.59764e+19
-75.4459  6.64185e+19
-75.2112  6.00316e+19
-74.9766  5.68862e+19
-74.7419  5.65143e+19
-74.5072  5.75108e+19
-74.2726  6.09196e+19
-74.0379  6.73815e+19
-73.8032  7.52295e+19
-73.5686  8.6037e+19
-73.3339  9.68059e+19
-73.0992  1.07479e+20
-72.8645  1.16265e+20
-72.6299  1.21448e+20
-72.3952  1.24452e+20
-72.1605  1.22009e+20
-71.9259  1.15557e+20
-71.6912  1.0553e+20
-71.4565  9.65563e+19
-71.2219  8.55896e+19
-70.9872  7.55715e+19
-70.7525  6.71957e+19
-70.5179  5.79178e+19
-70.2832  5.13804e+19
-70.0485  4.66385e+19
-69.8139  4.6067e+19
-69.5792  4.40068e+19
-69.3445  4.70438e+19
-69.1099  4.75704e+19
-68.8752  5.12226e+19
-68.6405  5.46688e+19
-68.4059  6.195e+19
-68.1712  6.82848e+19
-67.9365  7.47683e+19
-67.7019  7.84737e+19
-67.4672  8.31742e+19
-67.2325  8.55066e+19
-66.9978  8.42888e+19
-66.7632  8.12514e+19
-66.5285  8.18364e+19
-66.2938  7.80664e+19
-66.0592  8.11114e+19
-65.8245  8.59953e+19
-65.5898  9.4014e+19
-65.3552  9.79352e+19
-65.1205  1.10923e+20
-64.8858  1.22684e+20
-64.6512  1.40574e+20
-64.4165  1.62662e+20
-64.1818  1.88352e+20
-63.9472  2.10748e+20
-63.7125  2.33665e+20
-63.4778  2.54997e+20
-63.2432  2.72191e+20
-63.0085  2.85705e+20
-62.7738  2.93348e+20
-62.5392  2.93772e+20
-62.3045  2.88364e+20
-62.0698  2.76147e+20
-61.8352  2.60844e+20
-61.6005  2.41431e+20
-61.3658  2.22689e+20
-61.1311  2.0436e+20
-60.8965  1.88039e+20
-60.6618  1.7391e+20
-60.4271  1.62275e+20
-60.1925  1.51551e+20
-59.9578  1.45262e+20
-59.7231  1.41986e+20
-59.4885  1.38262e+20
-59.2538  1.32917e+20
-59.0191  1.32122e+20
-58.7845  1.25645e+20
-58.5498  1.23167e+20
-58.3151  1.21398e+20
-58.0805  1.20105e+20
-57.8458  1.10443e+20
-57.6111  1.05467e+20
-57.3765  9.93362e+19
-57.1418  9.53094e+19
-56.9071  9.70318e+19
-56.6725  1.00024e+20
-56.4378  1.05783e+20
-56.2031  1.11521e+20
-55.9685  1.21218e+20
-55.7338  1.33207e+20
-55.4991  1.47344e+20
-55.2644  1.61665e+20
-55.0298  1.79794e+20
-54.7951  2.03167e+20
-54.5604  2.23085e+20
-54.3258  2.46923e+20
-54.0911  2.68149e+20
-53.8564  2.84077e+20
-53.6218  2.98226e+20
-53.3871  3.11945e+20
-53.1524  3.21642e+20
-52.9178  3.25387e+20
-52.6831  3.27308e+20
-52.4484  3.24761e+20
-52.2138  3.20632e+20
-51.9791  3.14034e+20
-51.7444  3.07564e+20
-51.5098  3.04046e+20
-51.2751  3.0058e+20
-51.0404  3.01124e+20
-50.8058  3.05216e+20
-50.5711  3.09954e+20
-50.3364  3.15013e+20
-50.1018  3.20799e+20
-49.8671  3.27633e+20
-49.6324  3.33003e+20
-49.3977  3.33707e+20
-49.1631  3.30615e+20
-48.9284  3.25154e+20
-48.6937  3.16981e+20
-48.4591  3.0174e+20
-48.2244  2.84889e+20
-47.9897  2.63454e+20
-47.7551  2.42579e+20
-47.5204  2.22881e+20
-47.2857  1.99893e+20
-47.0511  1.83668e+20
-46.8164  1.67305e+20
-46.5817  1.5366e+20
-46.3471  1.49803e+20
-46.1124  1.51152e+20
-45.8777  1.49721e+20
-45.6431  1.4791e+20
-45.4084  1.55144e+20
-45.1737  1.59293e+20
-44.9391  1.72939e+20
-44.7044  1.87457e+20
-44.4697  2.05465e+20
-44.2351  2.26698e+20
-44.0004  2.46699e+20
-43.7657  2.728e+20
-43.531  3.00274e+20
-43.2964  3.24311e+20
-43.0617  3.4938e+20
-42.827  3.82104e+20
-42.5924  4.17455e+20
-42.3577  4.48836e+20
-42.123  4.83991e+20
-41.8884  5.12897e+20
-41.6537  5.43558e+20
-41.419  5.69647e+20
-41.1844  5.93747e+20
-40.9497  6.17792e+20
-40.715  6.38145e+20
-40.4804  6.57253e+20
-40.2457  6.74483e+20
-40.011  6.85973e+20
-39.7764  6.92392e+20
-39.5417  6.93459e+20
-39.307  6.90617e+20
-39.0724  6.82073e+20
-38.8377  6.67743e+20
-38.603  6.49895e+20
-38.3684  6.29372e+20
-38.1337  6.05411e+20
-37.899  5.78904e+20
-37.6643  5.47929e+20
-37.4297  5.17476e+20
-37.195  4.89707e+20
-36.9603  4.63101e+20
-36.7257  4.29271e+20
-36.491  4.01161e+20
-36.2563  3.74326e+20
-36.0217  3.48877e+20
-35.787  3.31737e+20
-35.5523  3.12494e+20
-35.3177  3.0198e+20
-35.083  2.94746e+20
-34.8483  2.90274e+20
-34.6137  2.99325e+20
-34.379  3.05825e+20
-34.1443  3.14277e+20
-33.9097  3.31563e+20
-33.675  3.63442e+20
-33.4403  3.98181e+20
-33.2057  4.35735e+20
-32.971  4.78497e+20
-32.7363  5.24179e+20
-32.5017  5.78511e+20
-32.267  6.22045e+20
-32.0323  6.69878e+20
-31.7976  7.23114e+20
-31.563  7.7155e+20
-31.3283  8.32645e+20
-31.0936  8.95178e+20
-30.859  9.59732e+20
-30.6243  1.02573e+21
-30.3896  1.08922e+21
-30.155  1.15875e+21
-29.9203  1.22203e+21
-29.6856  1.27822e+21
-29.451  1.33048e+21
-29.2163  1.38121e+21
-28.9816  1.42298e+21
-28.747  1.45236e+21
-28.5123  1.47076e+21
-28.2776  1.48115e+21
-28.043  1.47871e+21
-27.8083  1.46343e+21
-27.5736  1.43761e+21
-27.339  1.40769e+21
-27.1043  1.37401e+21
-26.8696  1.33484e+21
-26.635  1.28871e+21
-26.4003  1.245e+21
-26.1656  1.20316e+21
-25.9309  1.16146e+21
-25.6963  1.114e+21
-25.4616  1.06799e+21
-25.2269  1.02448e+21
-24.9923  9.89539e+20
-24.7576  9.43922e+20
-24.5229  8.97144e+20
-24.2883  8.62825e+20
-24.0536  8.28862e+20
-23.8189  8.09121e+20
-23.5843  7.94949e+20
-23.3496  7.91447e+20
-23.1149  8.18873e+20
-22.8803  8.46583e+20
-22.6456  9.00651e+20
-22.4109  9.69784e+20
-22.1763  1.04118e+21
-21.9416  1.13774e+21
-21.7069  1.24319e+21
-21.4723  1.37189e+21
-21.2376  1.51494e+21
-21.0029  1.66217e+21
-20.7683  1.84085e+21
-20.5336  2.0381e+21
-20.2989  2.24261e+21
-20.0642  2.44822e+21
-19.8296  2.66489e+21
-19.5949  2.89632e+21
-19.3602  3.12687e+21
-19.1256  3.34942e+21
-18.8909  3.56871e+21
-18.6562  3.79704e+21
-18.4216  4.01511e+21
-18.1869  4.21125e+21
-17.9522  4.39471e+21
-17.7176  4.56108e+21
-17.4829  4.71274e+21
-17.2482  4.83468e+21
-17.0136  4.93148e+21
-16.7789  5.01927e+21
-16.5442  5.08917e+21
-16.3096  5.14087e+21
-16.0749  5.17281e+21
-15.8402  5.19232e+21
-15.6056  5.20279e+21
-15.3709  5.19266e+21
-15.1362  5.15801e+21
-14.9016  5.10632e+21
-14.6669  5.04587e+21
-14.4322  4.97538e+21
-14.1975  4.88327e+21
-13.9629  4.78078e+21
-13.7282  4.6909e+21
-13.4935  4.61455e+21
-13.2589  4.55102e+21
-13.0242  4.49989e+21
-12.7895  4.48686e+21
-12.5549  4.54077e+21
-12.3202  4.63032e+21
-12.0855  4.76867e+21
-11.8509  4.96991e+21
-11.6162  5.24255e+21
-11.3815  5.60832e+21
-11.1469  6.01699e+21
-10.9122  6.50734e+21
-10.6775  7.1171e+21
-10.4429  7.81261e+21
-10.2082  8.63851e+21
-9.97352  9.55816e+21
-9.73886  1.06144e+22
-9.50419  1.18405e+22
-9.26952  1.3159e+22
-9.03485  1.46282e+22
-8.80018  1.62216e+22
-8.56552  1.79286e+22
-8.33085  1.97923e+22
-8.09618  2.17262e+22
-7.86151  2.38061e+22
-7.62684  2.60186e+22
-7.39218  2.83233e+22
-7.15751  3.07929e+22
-6.92284  3.33532e+22
-6.68817  3.60413e+22
-6.4535  3.8849e+22
-6.21884  4.17043e+22
-5.98417  4.46769e+22
-5.7495  4.76815e+22
-5.51483  5.07133e+22
-5.28016  5.37899e+22
-5.0455  5.68446e+22
-4.81083  5.9931e+22
-4.57616  6.29857e+22
-4.34149  6.59939e+22
-4.10682  6.89951e+22
-3.87216  7.19169e+22
-3.63749  7.47741e+22
-3.40282  7.75276e+22
-3.16815  8.01491e+22
-2.93348  8.26741e+22
-2.69882  8.50301e+22
-2.46415  8.72278e+22
-2.22948  8.9265e+22
-1.99481  9.1127e+22
-1.76014  9.28325e+22
-1.52548  9.43417e+22
-1.29081  9.56561e+22
-1.05614  9.6785e+22
-0.821472  9.76949e+22
-0.586804  9.8386e+22
-0.352136  9.88253e+22
-0.117468  9.90188e+22
0.1172  9.89633e+22
0.351868  9.86538e+22
0.586536  9.80947e+22
0.821204  9.72922e+22
1.05587  9.6272e+22
1.29054  9.50425e+22
1.52521  9.36197e+22
1.75988  9.20108e+22
1.99454  9.02151e+22
2.22921  8.82658e+22
2.46388  8.61463e+22
2.69855  8.38704e+22
2.93322  8.14454e+22
3.16788  7.88648e+22
3.40255  7.61831e+22
3.63722  7.33812e+22
3.87189  7.04824e+22
4.10656  6.75266e+22
4.34122  6.45015e+22
4.57589  6.14712e+22
4.81056  5.84049e+22
5.04523  5.53205e+22
5.2799  5.22694e+22
5.51456  4.92095e+22
5.74923  4.6196e+22
5.9839  4.32219e+22
6.21857  4.02879e+22
6.45324  3.74702e+22
6.6879  3.47082e+22
6.92257  3.20693e+22
7.15724  2.95602e+22
7.39191  2.71489e+22
7.62658  2.48977e+22
7.86124  2.27466e+22
8.09591  2.07304e+22
8.33058  1.88605e+22
8.56525  1.70641e+22
8.79992  1.54231e+22
9.03458  1.38976e+22
9.26925  1.24969e+22
9.50392  1.12412e+22
9.73859  1.00787e+22
9.97326  9.08204e+21
10.2079  8.21992e+21
10.4426  7.44845e+21
10.6773  6.80231e+21
10.9119  6.24122e+21
11.1466  5.79612e+21
11.3813  5.42809e+21
11.6159  5.10087e+21
11.8506  4.86236e+21
12.0853  4.69329e+21
12.3199  4.58217e+21
12.5546  4.51499e+21
12.7893  4.48165e+21
13.0239  4.51088e+21
13.2586  4.574e+21
13.4933  4.64612e+21
13.7279  4.72768e+21
13.9626  4.82175e+21
14.1973  4.92439e+21
14.4319  5.01355e+21
14.6666  5.08071e+21
14.9013  5.13616e+21
15.136  5.18214e+21
15.3706  5.20755e+21
15.6053  5.20855e+21
15.84  5.19025e+21
16.0746  5.16066e+21
16.3093  5.11698e+21
16.544  5.05386e+21
16.7786  4.97269e+21
17.0133  4.87644e+21
17.248  4.76763e+21
17.4826  4.63565e+21
17.7173  4.47695e+21
17.952  4.30428e+21
18.1866  4.11488e+21
18.4213  3.91265e+21
18.656  3.69078e+21
18.8906  3.46202e+21
19.1253  3.24023e+21
19.36  3.0166e+21
19.5946  2.78634e+21
19.8293  2.55818e+21
20.064  2.3452e+21
20.2986  2.14353e+21
20.5333  1.944e+21
20.768  1.75407e+21
21.0027  1.58257e+21
21.2373  1.44244e+21
21.472  1.30635e+21
21.7067  1.18575e+21
21.9413  1.08827e+21
22.176  9.99814e+20
22.4107  9.35811e+20
22.6453  8.74665e+20
22.88  8.28394e+20
23.1147  8.08116e+20
23.3493  7.8739e+20
23.584  7.97136e+20
23.8187  8.17225e+20
24.0533  8.42039e+20
24.288  8.80191e+20
24.5227  9.17729e+20
24.7573  9.67424e+20
24.992  1.01496e+21
25.2267  1.05096e+21
25.4613  1.09431e+21
25.696  1.14043e+21
25.9307  1.18711e+21
26.1653  1.22771e+21
26.4  1.26767e+21
26.6347  1.30922e+21
26.8694  1.35267e+21
27.104  1.38947e+21
27.3387  1.41912e+21
27.5734  1.44568e+21
27.808  1.46658e+21
28.0427  1.47818e+21
28.2774  1.47699e+21
