6900  2.22902e+24  0.0852694
6902.02  2.2643e+24  0.0849899
6904.04  2.30168e+24  0.0846688
6906.06  2.34084e+24  0.0843224
6908.08  2.38133e+24  0.0839706
6910.1  2.42258e+24  0.0836341
6912.12  2.46402e+24  0.0833333
6914.14  2.5051e+24  0.0830873
6916.16  2.54528e+24  0.0829119
6918.18  2.58412e+24  0.0828205
6920.2  2.62128e+24  0.0828213
6922.22  2.65664e+24  0.0829183
6924.24  2.69017e+24  0.0831102
6926.26  2.72213e+24  0.0833902
6928.28  2.75301e+24  0.0837447
6930.3  2.7835e+24  0.0841557
6932.32  2.81449e+24  0.0845986
6934.34  2.84716e+24  0.0850446
6936.36  2.88279e+24  0.0854609
6938.38  2.92278e+24  0.085813
6940.4  2.96866e+24  0.0860671
6942.42  3.02195e+24  0.0861928
6944.44  3.08408e+24  0.0861655
6946.46  3.15641e+24  0.0859704
6948.48  3.24006e+24  0.0856042
6950.51  3.33586e+24  0.085077
6952.53  3.44429e+24  0.0844127
6954.55  3.5654e+24  0.0836474
6956.57  3.69877e+24  0.0828306
6958.59  3.84345e+24  0.0820248
6960.61  3.998e+24  0.0813377
6962.63  4.16043e+24  0.0951449
6964.65  4.32827e+24  0.104417
6966.67  4.49856e+24  0.0953854
6968.69  4.668e+24  0.159271
6970.71  4.83291e+24  0.0985153
6972.73  4.98943e+24  0.0861091
6974.75  5.13354e+24  0.0848411
6976.77  5.26127e+24  0.0868906
6978.79  5.36874e+24  0.0903778
6980.81  5.45232e+24  0.0942279
6982.83  5.50876e+24  0.0981392
6984.85  5.5349e+24  0.101992
6986.87  5.52955e+24  0.10573
6988.89  5.49015e+24  0.109328
6990.91  5.4162e+24  0.112775
6992.93  5.30757e+24  0.116067
6994.95  5.16507e+24  0.119204
6996.97  4.99008e+24  0.122189
6998.99  4.78488e+24  0.125024
7001.01  4.55236e+24  0.127712
7003.03  4.29604e+24  0.130255
7005.05  4.01994e+24  0.132652
7007.07  3.72851e+24  0.134902
7009.09  3.42642e+24  0.136997
7011.11  3.11854e+24  0.138928
7013.13  2.80973e+24  0.140678
7015.15  2.5047e+24  0.14222
7017.17  2.20793e+24  0.143517
7019.19  1.92348e+24  0.144515
7021.21  1.65503e+24  0.145135
7023.23  1.40562e+24  0.145267
7025.25  1.17771e+24  0.144752
7027.27  9.73094e+23  0.143365
7029.29  7.92875e+23  0.140792
7031.31  6.3751e+23  0.136599
7033.33  5.06793e+23  0.130222
7035.35  3.99901e+23  0.12101
7037.37  3.1552e+23  0.108411
7039.39  2.51843e+23  0.0924985
7041.41  2.0671e+23  0.0783587
7043.43  1.77685e+23  0.118595
7045.45  1.62152e+23  0.0902801
7047.47  1.57446e+23  0.0724552
7049.49  1.60915e+23  0.0736166
7051.52  1.70062e+23  0.0917218
7053.54  1.82614e+23  0.128243
7055.56  1.96442e+23  0.144349
7057.58  2.09856e+23  0.0978706
7059.6  2.214e+23  0.0958029
7061.62  2.29988e+23  0.100011
7063.64  2.34887e+23  0.105017
7065.66  2.35712e+23  0.109468
7067.68  2.3238e+23  0.11305
7069.7  2.25095e+23  0.115697
7071.72  2.14284e+23  0.117362
7073.74  2.00566e+23  0.117985
7075.76  1.84673e+23  0.117454
7077.78  1.67412e+23  0.115613
7079.8  1.49615e+23  0.112243
7081.82  1.32074e+23  0.10709
7083.84  1.15517e+23  0.0999111
7085.86  1.00555e+23  0.0905938
7087.88  8.76746e+22  0.0794608
7089.9  7.72126e+22  0.0873604
7091.92  6.93513e+22  0.103
7093.94  6.40956e+22  0.0784824
7095.96  6.13421e+22  0.0687407
7097.98  6.08326e+22  0.0657655
7100  6.22264e+22  0.0665292
