#S data
#N 4
#L f1  f2  size_at_f2  size_at_sample
73.736  25.3964  267.804  12.9351 
73.834  25.3884  267.99  12.9275 
73.932  25.3897  268.176  12.9193 
74.03  25.3874  268.361  12.9114 
74.128  25.3887  268.546  12.9033 
74.226  25.3808  268.73  12.896 
74.324  25.3879  268.914  12.8874 
74.422  25.38  269.097  12.8801 
74.52  25.3814  269.28  12.8721 
74.618  25.3793  269.463  12.8644 
74.716  25.3808  269.645  12.8564 
74.814  25.3731  269.826  12.8494 
74.912  25.3803  270.007  12.8409 
75.01  25.3726  270.188  12.8338 
75.108  25.3742  270.368  12.8259 
75.206  25.3665  270.548  12.8191 
75.304  25.3738  270.727  12.8106 
75.402  25.3663  270.906  12.8037 
75.5  25.3679  271.085  12.7958 
75.598  25.3661  271.263  12.7884 
75.696  25.3678  271.44  12.7807 
75.794  25.3604  271.617  12.774 
75.892  25.3678  271.794  12.7657 
75.99  25.3604  271.97  12.7589 
76.088  25.3622  272.146  12.7513 
76.186  25.3548  272.322  12.7448 
76.284  25.3624  272.497  12.7365 
76.382  25.3551  272.671  12.7299 
76.48  25.357  272.845  12.7223 
76.578  25.3554  273.019  12.7151 
76.676  25.3573  273.192  12.7077 
76.774  25.3501  273.365  12.7012 
76.872  25.3578  273.538  12.6932 
76.97  25.3506  273.71  12.6866 
77.068  25.3527  273.881  12.6793 
77.166  25.3512  274.053  12.6722 
77.264  25.3442  274.223  12.6659 
77.362  25.3463  274.394  12.6585 
77.46  25.3393  274.564  12.6524 
77.558  25.3471  274.733  12.6443 
77.656  25.3401  274.902  12.6381 
77.754  25.3423  275.071  12.6308 
77.852  25.3354  275.24  12.6248 
77.95  25.3432  275.408  12.6168 
78.048  25.3364  275.575  12.6106 
78.146  25.3387  275.742  12.6034 
78.244  25.3375  275.909  12.5967 
78.342  25.3398  276.075  12.5897 
78.44  25.333  276.241  12.5835 
78.538  25.341  276.407  12.5761 
78.636  25.3343  276.572  12.5698 
78.734  25.3276  276.737  12.5639 
78.832  25.33  276.901  12.5568 
78.93  25.3233  277.065  12.551 
79.028  25.3314  277.229  12.5433 
79.126  25.3248  277.392  12.5374 
79.224  25.3273  277.555  12.5304 
79.322  25.3264  277.718  12.5239 
79.42  25.3289  277.88  12.5171 
79.518  25.3224  278.041  12.5112 
79.616  25.3159  278.203  12.5056 
79.714  25.3241  278.364  12.498 
79.812  25.3176  278.524  12.4922 
79.91  25.3203  278.685  12.4854 
80.008  25.3195  278.844  12.4791 
80.106  25.3131  279.004  12.4735 
80.204  25.3158  279.163  12.4666 
80.302  25.3094  279.322  12.4612 
80.4  25.3178  279.48  12.4537 
80.498  25.3115  279.638  12.4481 
80.596  25.3143  279.796  12.4414 
80.694  25.308  279.953  12.4359 
80.792  25.3164  280.11  12.4288 
80.89  25.3102  280.266  12.4231 
80.988  25.313  280.422  12.4166 
81.086  25.3068  280.578  12.411 
81.184  25.3063  280.734  12.4049 
81.282  25.3092  280.889  12.3985 
81.38  25.3031  281.043  12.393 
81.478  25.2969  281.198  12.3878 
81.576  25.3055  281.352  12.3805 
81.674  25.2994  281.506  12.3751 
81.772  25.3024  281.659  12.3687 
81.87  25.302  281.812  12.3627 
81.968  25.296  281.964  12.3574 
82.066  25.2991  282.117  12.351 
82.164  25.2931  282.269  12.3459 
82.262  25.3018  282.42  12.339 
82.36  25.2958  282.571  12.3336 
82.458  25.2989  282.722  12.3274 
82.556  25.2931  282.873  12.3221 
82.654  25.2872  283.023  12.317 
82.752  25.2959  283.173  12.3101 
82.85  25.2901  283.322  12.3048 
82.948  25.2933  283.472  12.2987 
83.046  25.2875  283.62  12.2935 
83.144  25.2873  283.769  12.2878 
83.242  25.2906  283.917  12.2817 
83.34  25.2848  284.065  12.2766 
83.438  25.2791  284.213  12.2718 
83.536  25.288  284.36  12.2649 
83.634  25.2823  284.507  12.2598 
83.732  25.2856  284.653  12.2538 
83.83  25.28  284.799  12.2487 
83.928  25.2744  284.945  12.244 
84.026  25.2833  285.091  12.2372 
84.124  25.2777  285.236  12.2322 
84.222  25.2811  285.381  12.2262 
84.32  25.2756  285.525  12.2213 
84.418  25.2756  285.67  12.2158 
84.516  25.279  285.814  12.2099 
84.614  25.2735  285.957  12.205 
84.712  25.268  286.1  12.2004 
84.81  25.2771  286.243  12.1937 
84.908  25.2716  286.386  12.1888 
85.006  25.2752  286.528  12.1831 
85.104  25.2698  286.67  12.1782 
85.202  25.2699  286.812  12.1728 
85.3  25.2645  286.954  12.1682 
85.398  25.2681  287.095  12.1623 
85.496  25.2628  287.235  12.1577 
85.594  25.2719  287.376  12.1514 
85.692  25.2666  287.516  12.1465 
85.79  25.2613  287.656  12.1419 
85.888  25.265  287.795  12.1361 
85.986  25.2597  287.935  12.1316 
86.084  25.269  288.074  12.1254 
86.182  25.2637  288.212  12.1206 
86.28  25.2585  288.351  12.116 
86.378  25.2622  288.489  12.1104 
86.476  25.2571  288.626  12.1058 
86.574  25.2574  288.764  12.1006 
86.672  25.2612  288.901  12.0951 
86.77  25.2561  289.038  12.0905 
86.868  25.2509  289.174  12.0862 
86.966  25.2603  289.31  12.08 
87.064  25.2552  289.446  12.0754 
87.162  25.2501  289.582  12.071 
87.26  25.254  289.717  12.0654 
87.358  25.2489  289.853  12.061 
87.456  25.2439  289.987  12.0569 
87.554  25.2533  290.122  12.0505 
87.652  25.2483  290.256  12.0461 
87.75  25.2523  290.39  12.0407 
87.848  25.2473  290.524  12.0363 
87.946  25.2478  290.657  12.0313 
88.044  25.2429  290.79  12.027 
88.142  25.2469  290.923  12.0216 
88.24  25.242  291.055  12.0173 
88.338  25.2371  291.187  12.0133 
88.436  25.2466  291.319  12.0071 
88.534  25.2417  291.451  12.0027 
88.632  25.2369  291.582  11.9986 
88.73  25.2409  291.713  11.9932 
88.828  25.2416  291.844  11.9883 
88.926  25.2368  291.975  11.9841 
89.024  25.2409  292.105  11.9789 
89.122  25.2361  292.235  11.9747 
89.22  25.2314  292.365  11.9707 
89.318  25.241  292.494  11.9647 
89.416  25.2363  292.623  11.9605 
89.514  25.2315  292.752  11.9564 
89.612  25.2357  292.881  11.9512 
89.71  25.231  293.009  11.9471 
89.808  25.2263  293.137  11.9432 
89.906  25.236  293.265  11.9373 
90.004  25.2314  293.392  11.9331 
90.102  25.2267  293.52  11.9291 
90.2  25.231  293.647  11.9239 
90.298  25.2264  293.773  11.9199 
90.396  25.2272  293.9  11.9152 
90.494  25.2226  294.026  11.9114 
90.592  25.2269  294.152  11.9061 
90.69  25.2224  294.278  11.9023 
90.788  25.2178  294.403  11.8986 
90.886  25.2276  294.528  11.8926 
90.984  25.2231  294.653  11.8886 
91.082  25.2186  294.778  11.8848 
91.18  25.223  294.902  11.8796 
91.278  25.224  295.026  11.8751 
91.376  25.2195  295.15  11.8712 
91.474  25.2239  295.274  11.8663 
91.572  25.2194  295.397  11.8624 
91.67  25.215  295.52  11.8586 
91.768  25.2106  295.643  11.855 
91.866  25.2205  295.766  11.8491 
91.964  25.2161  295.888  11.8452 
92.062  25.2117  296.01  11.8416 
92.16  25.2162  296.132  11.8366 
92.258  25.2118  296.253  11.8328 
92.356  25.2075  296.375  11.8293 
92.454  25.2175  296.496  11.8236 
92.552  25.2131  296.617  11.8197 
92.65  25.2088  296.737  11.816 
92.748  25.2134  296.858  11.8112 
92.846  25.2091  296.978  11.8074 
92.944  25.2103  297.097  11.8031 
93.042  25.206  297.217  11.7994 
93.14  25.2106  297.336  11.7946 
93.238  25.2064  297.456  11.7909 
93.336  25.2021  297.574  11.7874 
93.434  25.2122  297.693  11.782 
93.532  25.208  297.812  11.7782 
93.63  25.2038  297.93  11.7746 
93.728  25.1996  298.048  11.7711 
93.826  25.2043  298.165  11.7662 
93.924  25.2001  298.283  11.7627 
94.022  25.196  298.4  11.7593 
94.12  25.2061  298.517  11.7538 
94.218  25.202  298.634  11.7501 
94.316  25.1979  298.75  11.7466 
94.414  25.2026  298.866  11.7419 
94.512  25.1985  298.982  11.7384 
94.61  25.1999  299.098  11.7342 
94.708  25.1958  299.214  11.7307 
94.806  25.2006  299.329  11.7261 
94.904  25.1965  299.444  11.7225 
95.002  25.1925  299.559  11.7191 
95.1  25.1885  299.674  11.7159 
95.198  25.1987  299.788  11.7104 
95.296  25.1947  299.902  11.7069 
95.394  25.1907  300.016  11.7035 
95.492  25.1955  300.13  11.6989 
95.59  25.1916  300.244  11.6955 
95.688  25.193  300.357  11.6914 
95.786  25.1891  300.47  11.688 
95.884  25.194  300.583  11.6835 
95.982  25.19  300.696  11.6801 
96.08  25.1861  300.808  11.6767 
96.178  25.1822  300.92  11.6736 
96.276  25.1925  301.032  11.6683 
96.374  25.1887  301.144  11.6648 
96.472  25.1848  301.255  11.6615 
96.57  25.1897  301.367  11.6571 
96.668  25.1859  301.478  11.6537 
96.766  25.182  301.589  11.6505 
96.864  25.1782  301.699  11.6473 
96.962  25.1886  301.81  11.6422 
97.06  25.1848  301.92  11.6387 
97.158  25.181  302.03  11.6355 
97.256  25.1772  302.14  11.6323 
97.354  25.1822  302.249  11.6278 
97.452  25.1784  302.359  11.6246 
97.55  25.18  302.468  11.6206 
97.648  25.1763  302.577  11.6175 
97.746  25.1813  302.685  11.6131 
97.844  25.1776  302.794  11.6099 
97.942  25.1739  302.902  11.6068 
98.04  25.1702  303.01  11.6038 
98.138  25.1806  303.118  11.5986 
98.236  25.1769  303.226  11.5953 
98.334  25.1733  303.333  11.5922 
98.432  25.1696  303.44  11.5892 
98.53  25.1747  303.548  11.5847 
98.628  25.171  303.654  11.5816 
98.726  25.1728  303.761  11.5778 
98.824  25.1692  303.867  11.5747 
98.922  25.1743  303.974  11.5704 
99.02  25.1707  304.08  11.5673 
99.118  25.1671  304.185  11.5643 
99.216  25.1635  304.291  11.5614 
99.314  25.174  304.396  11.5564 
99.412  25.1705  304.502  11.5532 
99.51  25.1669  304.607  11.5501 
99.608  25.1633  304.712  11.5471 
99.706  25.1685  304.816  11.5429 
99.804  25.165  304.921  11.5398 
99.902  25.1615  305.025  11.5369 
100  25.1579  305.129  11.5341 
