#S data
#N 4
#L f1  f2  size_at_f2  size_at_sample
18.66  21.7307  778.533  5.71016 
18.758  21.7194  771.495  5.72968 
18.856  21.7033  764.522  5.75419 
18.954  21.6912  757.611  5.77568 
19.052  21.6743  750.762  5.80108 
19.15  21.6613  743.975  5.82389 
19.248  21.6436  737.247  5.85041 
19.346  21.6297  730.58  5.87422 
19.444  21.6111  723.971  5.90238 
19.542  21.5964  717.42  5.92718 
19.64  21.5769  710.926  5.95776 
19.738  21.5683  704.489  5.97712 
19.836  21.5522  698.107  6.004 
19.934  21.5314  691.781  6.03508 
20.032  21.5144  685.509  6.06349 
20.13  21.5039  679.29  6.08658 
20.228  21.4817  673.124  6.11959 
20.326  21.4702  667.011  6.144 
20.424  21.4513  660.949  6.17457 
20.522  21.4388  654.938  6.20184 
20.62  21.4148  648.977  6.23655 
20.718  21.4013  643.066  6.26381 
20.816  21.3805  637.204  6.29758 
20.914  21.3659  631.39  6.32632 
21.012  21.3441  625.624  6.36192 
21.11  21.3286  619.906  6.39183 
21.208  21.3124  614.234  6.42302 
21.306  21.2958  608.608  6.45525 
21.404  21.2786  603.028  6.48833 
21.502  21.2608  597.492  6.52215 
21.6  21.236  592.001  6.56108 
21.698  21.2171  586.554  6.59622 
21.796  21.1978  581.15  6.63226 
21.894  21.1844  575.79  6.66395 
21.992  21.1639  570.471  6.70125 
22.09  21.1428  565.195  6.73954 
22.188  21.1251  559.959  6.77589 
22.286  21.1029  554.765  6.81584 
22.384  21.0865  549.611  6.85229 
22.482  21.0632  544.497  6.8937 
22.58  21.0431  539.422  6.93339 
22.678  21.0249  534.387  6.97239 
22.776  20.9997  529.39  7.01688 
22.874  20.9842  524.431  7.05474 
22.972  20.9577  519.51  7.10088 
23.07  20.9409  514.626  7.14045 
23.168  20.9195  509.779  7.18396 
23.266  20.8951  504.969  7.23004 
23.364  20.8762  500.194  7.27286 
23.462  20.8528  495.455  7.31915 
23.56  20.8326  490.752  7.36416 
23.658  20.8079  486.083  7.41232 
23.756  20.7863  481.449  7.4592 
23.854  20.764  476.848  7.50714 
23.952  20.741  472.282  7.55608 
24.05  20.7135  467.749  7.60865 
24.148  20.689  463.249  7.65989 
24.246  20.6639  458.781  7.71242 
24.344  20.644  454.346  7.7609 
24.442  20.6173  449.943  7.81556 
24.54  20.5959  445.571  7.86685 
24.638  20.5678  441.231  7.92386 
24.736  20.5448  436.922  7.97749 
24.834  20.5305  432.643  8.02974 
24.932  20.5  428.395  8.08742 
25.03  20.4746  424.176  8.14517 
25.128  20.4426  419.988  8.20695 
25.226  20.4156  415.828  8.26715 
25.324  20.3971  411.698  8.32383 
25.422  20.3626  407.597  8.389 
25.52  20.3423  403.524  8.44808 
25.618  20.3119  399.479  8.51274 
25.716  20.2899  395.462  8.57553 
25.814  20.2577  391.473  8.64217 
25.912  20.2282  387.511  8.7093 
26.01  20.2034  383.576  8.77558 
26.108  20.1686  379.669  8.84686 
26.206  20.1419  375.787  8.91539 
26.304  20.1143  371.932  8.98561 
26.402  20.0857  368.103  9.05735 
26.5  20.0561  364.3  9.1305 
26.598  20.0256  360.522  9.20503 
26.696  19.9941  356.77  9.28099 
26.794  19.967  353.043  9.35708 
26.892  19.9334  349.34  9.43571 
26.99  19.8989  345.662  9.51612 
27.088  19.8633  342.009  9.5986 
27.186  19.8406  338.38  9.67786 
27.284  19.803  334.774  9.76242 
27.382  19.7728  331.192  9.84678 
27.48  19.7382  327.634  9.93349 
27.578  19.7058  324.099  10.0212 
27.676  19.6639  320.587  10.1132 
27.774  19.6343  317.097  10.2023 
27.872  19.6036  313.631  10.2943 
27.97  19.5666  310.186  10.3887 
28.068  19.5253  306.764  10.486 
28.166  19.486  303.364  10.5849 
28.264  19.4505  299.986  10.6837 
28.362  19.4137  296.629  10.7847 
28.46  19.3758  293.294  10.8878 
28.558  19.3445  289.98  10.9908 
28.656  19.304  286.687  11.0979 
28.754  19.27  283.416  11.206 
28.852  19.2269  280.164  11.3171 
28.95  19.1903  276.934  11.4295 
29.048  19.1445  273.723  11.5453 
29.146  19.1052  270.533  11.662 
29.244  19.0645  267.363  11.7811 
29.342  19.0223  264.213  11.9027 
29.44  18.9834  261.082  12.0262 
29.538  18.9384  257.971  12.1526 
29.636  18.892  254.879  12.2819 
29.734  18.8487  251.807  12.4129 
29.832  18.7994  248.754  12.548 
29.93  18.7604  245.719  12.683 
30.028  18.7126  242.704  12.8225 
30.126  18.666  239.707  12.9646 
30.224  18.6223  236.728  13.1089 
30.322  18.5698  233.768  13.2577 
30.42  18.5228  230.826  13.4082 
30.518  18.4742  227.902  13.5622 
30.616  18.4239  224.996  13.7195 
30.714  18.3789  222.109  13.8792 
30.812  18.3253  219.238  14.0435 
30.91  18.2768  216.386  14.2105 
31.008  18.2196  213.55  14.3823 
31.106  18.1718  210.733  14.5562 
31.204  18.1179  207.932  14.7348 
31.302  18.0597  205.148  14.9179 
31.4  18.0022  202.382  15.1049 
31.498  17.9534  199.632  15.2945 
31.596  17.8962  196.9  15.4896 
31.694  17.8331  194.184  15.69 
31.792  17.7785  191.484  15.8934 
31.89  17.7156  188.802  16.103 
31.988  17.657  186.135  16.3164 
32.086  17.6003  183.485  16.5346 
32.184  17.5376  180.851  16.7587 
32.282  17.4791  178.234  16.9876 
32.38  17.4161  175.632  17.2225 
32.478  17.3472  173.047  17.4638 
32.576  17.286  170.477  17.71 
32.674  17.219  167.924  17.963 
32.772  17.1534  165.386  18.222 
32.87  17.0856  162.864  18.4878 
32.968  17.0156  160.358  18.7606 
33.066  16.9491  157.867  19.0401 
33.164  16.8747  155.392  19.3275 
33.262  16.8037  152.933  19.6222 
33.36  16.7338  150.489  19.9245 
33.458  16.6582  148.061  20.2355 
33.556  16.5837  145.649  20.5547 
33.654  16.5123  143.251  20.8825 
33.752  16.4298  140.87  21.2203 
33.85  16.3536  138.504  21.5669 
33.948  16.275  136.153  21.9236 
34.046  16.1941  133.818  22.2907 
34.144  16.1192  131.498  22.6679 
34.242  16.0335  129.194  23.0569 
34.34  15.9507  126.905  23.4573 
34.438  15.8685  124.632  23.8696 
34.536  15.784  122.375  24.2946 
34.634  15.6941  120.133  24.7329 
34.732  15.6051  117.908  25.1848 
34.83  15.5185  115.698  25.6506 
34.928  15.4251  113.504  26.1316 
35.026  15.337  111.326  26.6276 
35.124  15.244  109.165  27.1401 
35.222  15.1534  107.02  27.6691 
35.32  15.0592  104.891  28.2158 
35.418  14.9675  102.779  28.7807 
35.516  14.8669  100.684  29.3653 
35.614  14.7718  98.6062  29.9694 
35.712  14.6751  96.5457  30.5945 
35.81  14.577  94.5027  31.2415 
35.908  14.4818  92.4777  31.911 
36.006  14.3815  90.4709  32.6046 
36.104  14.2805  88.4827  33.3231 
36.202  14.179  86.5135  34.0676 
36.3  14.0813  84.5636  34.8389 
36.398  13.9797  82.6336  35.6387 
36.496  13.8847  80.7239  36.4677 
36.594  13.7882  78.835  37.3275 
36.692  13.6893  76.9677  38.2194 
36.79  13.5922  75.1225  39.1445 
36.888  13.4918  73.3001  40.1043 
36.986  13.4004  71.5014  41.0995 
37.084  13.3036  69.7271  42.1322 
37.182  13.2151  67.9782  43.2027 
37.28  13.1323  66.2558  44.3125 
37.378  13.044  64.5609  45.4631 
37.476  12.9673  62.8946  46.6544 
37.574  12.9001  61.2584  47.8875 
37.672  12.83  59.6537  49.1632 
37.77  12.7731  58.0819  50.481 
37.868  12.7228  56.5447  51.8409 
37.966  12.6816  55.0441  53.242 
38.064  12.6557  53.5818  54.6827 
38.162  12.6451  52.1601  56.1612 
38.26  12.6432  50.7813  57.6745 
38.358  12.6647  49.4476  59.2184 
38.456  12.7074  48.1618  60.7881 
38.554  12.7738  46.9266  62.3771 
38.652  12.869  45.7449  63.9776 
38.75  12.9938  44.6198  65.5804 
38.848  13.1618  43.5544  67.1743 
38.946  13.3729  42.552  68.7468 
39.044  13.6334  41.6158  70.2837 
39.142  13.9528  40.7493  71.769 
39.24  14.3453  39.9557  73.1856 
39.338  14.8174  39.2382  74.5156 
39.436  15.3823  38.5997  75.7402 
39.534  16.0535  38.043  76.8411 
39.632  16.855  37.5704  77.8007 
39.73  17.8053  37.1839  78.6029 
39.828  18.9306  36.8849  79.2341 
39.926  20.2542  36.6744  79.6835 
40.024  21.8231  36.5527  79.9441 
40.122  23.6696  36.5193  80.0127 
40.22  25.8393  36.5734  79.8906 
40.318  28.3956  36.7135  79.5827 
40.416  31.3932  36.9373  79.0978 
40.514  34.8995  37.2422  78.448 
40.612  39.0133  37.6253  77.6478 
40.71  43.7849  38.083  76.7136 
40.808  49.3267  38.6116  75.6627 
40.906  55.7321  39.2073  74.513 
41.004  63.0148  39.8661  73.2821 
41.102  71.2616  40.584  71.9867 
41.2  80.4023  41.3569  70.6426 
41.298  90.4413  42.1809  69.2641 
41.396  101.099  43.0523  67.8642 
41.494  112.141  43.9674  66.4541 
41.592  123.126  44.9227  65.0436 
41.69  133.594  45.9149  63.6409 
41.788  142.971  46.941  62.253 
41.886  150.795  47.998  60.8856 
41.984  156.687  49.0833  59.5431 
42.082  160.477  50.1943  58.2292 
42.18  162.099  51.3287  56.9465 
42.278  161.712  52.4844  55.6969 
42.376  159.684  53.6594  54.4819 
42.474  156.292  54.8518  53.3022 
42.572  152.005  56.0601  52.1583 
42.67  147.026  57.2826  51.0502 
42.768  141.652  58.5179  49.9778 
42.866  136.157  59.7647  48.9404 
42.964  130.662  61.0219  47.9376 
43.062  125.351  62.2883  46.9685 
43.16  120.202  63.5628  46.0324 
43.258  115.289  64.8447  45.1281 
43.356  110.627  66.133  44.2549 
43.454  106.293  67.4269  43.4115 
43.552  102.226  68.7257  42.5971 
43.65  98.4401  70.0288  41.8105 
43.748  94.8908  71.3355  41.0507 
43.846  91.6061  72.6453  40.3168 
43.944  88.5565  73.9576  39.6076 
44.042  85.7199  75.2721  38.9222 
44.14  83.065  76.5881  38.2597 
44.238  80.5861  77.9054  37.6192 
44.336  78.3052  79.2235  36.9997 
44.434  76.1489  80.5421  36.4004 
44.532  74.1766  81.8608  35.8204 
44.63  72.3013  83.1795  35.2591 
44.728  70.5418  84.4977  34.7155 
44.826  68.901  85.8153  34.189 
44.924  67.3607  87.132  33.679 
45.022  65.9017  88.4476  33.1846 
45.12  64.5432  89.7619  32.7053 
45.218  63.2469  91.0746  32.2406 
45.316  62.051  92.3857  31.7896 
45.414  60.8862  93.6949  31.3521 
45.512  59.8219  95.0022  30.9273 
45.61  58.7886  96.3073  30.5149 
45.708  57.8249  97.6101  30.1143 
45.806  56.9081  98.9106  29.725 
45.904  56.0437  100.209  29.3466 
46.002  55.2118  101.504  28.9788 
46.1  54.4226  102.797  28.6211 
46.198  53.6718  104.087  28.273 
46.296  52.9575  105.374  27.9344 
46.394  52.2753  106.658  27.6048 
46.492  51.6061  107.939  27.2839 
46.59  50.9985  109.217  26.9712 
46.688  50.391  110.492  26.6667 
46.786  49.8219  111.763  26.37 
46.884  49.2764  113.032  26.0807 
46.982  48.7384  114.297  25.7987 
47.08  48.2432  115.559  25.5236 
47.178  47.7553  116.817  25.2553 
47.276  47.3104  118.072  24.9934 
47.374  46.8536  119.324  24.738 
47.472  46.4279  120.572  24.4885 
47.57  46.0141  121.816  24.2449 
47.668  45.6075  123.058  24.007 
47.766  45.2321  124.295  23.7745 
47.864  44.8684  125.529  23.5474 
47.962  44.493  126.759  23.3255 
48.06  44.1486  127.986  23.1085 
48.158  43.8352  129.209  22.8962 
48.256  43.51  130.428  22.6887 
48.354  43.1966  131.644  22.4857 
48.452  42.8832  132.856  22.2871 
48.55  42.5891  134.065  22.0927 
48.648  42.3141  135.269  21.9024 
48.746  42.051  136.47  21.716 
48.844  41.7687  137.668  21.5337 
48.942  41.5248  138.861  21.3549 
49.04  41.2616  140.051  21.1801 
49.138  41.0177  141.237  21.0086 
49.236  40.7857  142.42  20.8405 
49.334  40.5609  143.598  20.6758 
49.432  40.3408  144.773  20.5143 
49.53  40.1279  145.945  20.356 
49.628  39.915  147.112  20.2008 
49.726  39.7214  148.276  20.0484 
49.824  39.5204  149.436  19.8991 
49.922  39.3267  150.593  19.7525 
50.02  39.133  151.746  19.6088 
50.118  38.9512  152.895  19.4676 
50.216  38.7694  154.04  19.3292 
50.314  38.6068  155.182  19.193 
50.412  38.425  156.32  19.0596 
50.51  38.2624  157.454  18.9284 
50.608  38.0998  158.585  18.7996 
50.706  37.949  159.712  18.673 
50.804  37.7864  160.835  18.5489 
50.902  37.643  161.955  18.4266 
51  37.4922  163.071  18.3066 
51.098  37.3607  164.184  18.1885 
51.196  37.2099  165.293  18.0727 
51.294  37.0784  166.398  17.9586 
51.392  36.9468  167.5  17.8464 
51.49  36.8153  168.598  17.7362 
51.588  36.691  169.693  17.6277 
51.686  36.5595  170.784  17.5212 
51.784  36.4398  171.871  17.4162 
51.882  36.3156  172.955  17.3131 
51.98  36.1959  174.036  17.2115 
52.078  36.0835  175.113  17.1115 
52.176  35.9711  176.186  17.0132 
52.274  35.8706  177.256  16.9162 
52.372  35.7583  178.322  16.8209 
52.47  35.6578  179.385  16.727 
52.568  35.5454  180.445  16.6347 
52.666  35.4449  181.501  16.5437 
52.764  35.3444  182.553  16.4541 
52.862  35.2439  183.603  16.3659 
52.96  35.1507  184.648  16.2789 
53.058  35.0621  185.691  16.1931 
53.156  34.9689  186.73  16.1087 
53.254  34.8684  187.766  16.0258 
53.352  34.7871  188.798  15.9436 
53.45  34.7058  189.827  15.8627 
53.548  34.6245  190.852  15.783 
53.646  34.524  191.875  15.705 
53.744  34.4546  192.894  15.6272 
53.842  34.3733  193.91  15.5509 
53.94  34.292  194.922  15.4758 
54.038  34.2107  195.931  15.4017 
54.136  34.1294  196.937  15.3287 
54.234  34.0672  197.94  15.2562 
54.332  33.9859  198.939  15.1852 
54.43  33.9165  199.935  15.1149 
54.528  33.8352  200.928  15.0459 
54.626  33.7731  201.918  14.9774 
54.724  33.7036  202.905  14.9099 
54.822  33.6223  203.888  14.8439 
54.92  33.5602  204.869  14.778 
55.018  33.4908  205.846  14.7134 
55.116  33.4287  206.82  14.6493 
55.214  33.3784  207.791  14.5858 
55.312  33.309  208.759  14.5236 
55.41  33.2469  209.723  14.4621 
55.508  33.1847  210.685  14.4014 
55.606  33.1272  211.644  14.3414 
55.704  33.065  212.599  14.2823 
55.802  33.0029  213.552  14.2239 
55.9  32.9527  214.501  14.1659 
55.998  32.8832  215.448  14.1095 
56.096  32.8403  216.391  14.0526 
56.194  32.7827  217.332  13.997 
56.292  32.7206  218.27  13.9424 
56.39  32.6704  219.204  13.8879 
56.488  32.6201  220.136  13.8342 
56.586  32.5699  221.065  13.7811 
56.684  32.527  221.99  13.7284 
56.782  32.4767  222.913  13.6767 
56.88  32.4265  223.833  13.6255 
56.978  32.3762  224.75  13.575 
57.076  32.326  225.664  13.5251 
57.174  32.2757  226.576  13.4758 
57.272  32.2255  227.484  13.4271 
57.37  32.1825  228.39  13.3786 
57.468  32.1323  229.293  13.3311 
57.566  32.0939  230.193  13.2836 
57.664  32.051  231.09  13.2369 
57.762  32.0007  231.985  13.1911 
57.86  31.9697  232.876  13.145 
57.958  31.9194  233.765  13.1001 
58.056  31.881  234.651  13.0554 
58.154  31.8381  235.535  13.0113 
58.252  31.7879  236.415  12.9681 
58.35  31.7568  237.293  12.9245 
58.448  31.7066  238.169  12.8823 
58.546  31.6755  239.041  12.8396 
58.644  31.6371  239.911  12.7978 
58.742  31.5942  240.778  12.7566 
58.84  31.5558  241.643  12.7157 
58.938  31.5248  242.505  12.675 
59.036  31.4745  243.364  12.6357 
59.134  31.4435  244.221  12.5956 
59.232  31.4124  245.075  12.5561 
59.33  31.374  245.926  12.5175 
59.428  31.343  246.775  12.4789 
59.526  31.3119  247.621  12.4407 
59.624  31.2616  248.465  12.4039 
59.722  31.2306  249.306  12.3664 
59.82  31.1995  250.145  12.3294 
59.918  31.1611  250.981  12.2932 
60.016  31.1301  251.814  12.257 
60.114  31.099  252.645  12.2211 
60.212  31.068  253.474  12.1856 
60.31  31.0369  254.3  12.1505 
60.408  30.9985  255.123  12.1163 
60.506  30.9793  255.944  12.0811 
60.604  30.9483  256.763  12.047 
60.702  30.9172  257.579  12.0134 
60.8  30.8862  258.393  11.98 
60.898  30.8551  259.204  11.947 
60.996  30.8241  260.013  11.9144 
61.094  30.8049  260.819  11.8815 
61.192  30.7665  261.624  11.8498 
61.29  30.7354  262.425  11.8181 
61.388  30.7044  263.224  11.7868 
61.486  30.6852  264.021  11.755 
61.584  30.6541  264.816  11.7242 
61.682  30.6231  265.608  11.6939 
61.78  30.6039  266.398  11.663 
61.878  30.5728  267.186  11.6331 
61.976  30.5418  267.971  11.6037 
62.074  30.5226  268.754  11.5736 
62.172  30.4915  269.534  11.5447 
62.27  30.4723  270.313  11.5153 
62.368  30.4413  271.089  11.4869 
62.466  30.4221  271.863  11.458 
62.564  30.391  272.634  11.4302 
62.662  30.3599  273.403  11.4029 
62.76  30.3408  274.17  11.3746 
62.858  30.3289  274.935  11.3464 
62.956  30.2978  275.698  11.3195 
63.054  30.2668  276.458  11.2931 
63.152  30.2476  277.216  11.2659 
63.25  30.2284  277.972  11.2391 
63.348  30.1973  278.726  11.2135 
63.446  30.1781  279.478  11.1871 
63.544  30.1663  280.227  11.1606 
63.642  30.1352  280.975  11.1354 
63.74  30.116  281.72  11.1098 
63.838  30.085  282.463  11.0854 
63.936  30.0658  283.204  11.0602 
64.034  30.0466  283.942  11.0352 
64.132  30.0347  284.679  11.0101 
64.23  30.0037  285.414  10.9863 
64.328  29.9847  286.146  10.962 
64.426  29.9665  286.876  10.9378 
64.524  29.9364  287.605  10.915 
64.622  29.9305  288.331  10.8903 
64.72  29.9003  289.055  10.8676 
64.818  29.8814  289.777  10.8443 
64.916  29.8608  290.497  10.8214 
65.014  29.8454  291.215  10.7982 
65.112  29.8272  291.931  10.7755 
65.21  29.8033  292.645  10.7535 
65.308  29.783  293.357  10.7313 
65.406  29.7725  294.067  10.7087 
65.504  29.7448  294.775  10.6874 
65.602  29.7262  295.481  10.6657 
65.7  29.7147  296.185  10.6436 
65.798  29.6887  296.887  10.6229 
65.896  29.6781  297.587  10.601 
65.994  29.6591  298.285  10.58 
66.092  29.6405  298.982  10.5592 
66.19  29.6148  299.676  10.5393 
66.288  29.6012  300.368  10.5183 
66.386  29.5804  301.059  10.4983 
66.484  29.57  301.747  10.4773 
66.582  29.5426  302.434  10.4585 
66.68  29.5407  303.118  10.437 
66.778  29.5165  303.801  10.4177 
66.876  29.5066  304.482  10.3976 
66.974  29.4849  305.161  10.3785 
67.072  29.468  305.838  10.3592 
67.17  29.4534  306.514  10.3399 
67.268  29.425  307.187  10.3224 
67.366  29.4242  307.859  10.3017 
67.464  29.4095  308.529  10.2829 
67.562  29.3819  309.197  10.2654 
67.66  29.368  309.863  10.2467 
67.758  29.3529  310.527  10.2283 
67.856  29.3325  311.19  10.2108 
67.954  29.3284  311.85  10.1913 
68.052  29.3082  312.509  10.1739 
68.15  29.2971  313.166  10.1556 
68.248  29.287  313.822  10.1376 
68.346  29.2595  314.475  10.1214 
68.444  29.2527  315.127  10.103 
68.542  29.2406  315.777  10.0855 
68.64  29.2178  316.426  10.0692 
68.738  29.2085  317.072  10.0515 
68.836  29.1943  317.717  10.0345 
68.934  29.1753  318.36  10.0183 
69.032  29.1689  319.001  10.0008 
69.13  29.1524  319.641  9.9844 
69.228  29.1312  320.279  9.96894 
69.326  29.1221  320.915  9.95189 
69.424  29.1082  321.55  9.93569 
69.522  29.1055  322.183  9.91871 
69.62  29.0855  322.814  9.90307 
69.718  29.0611  323.443  9.88882 
69.816  29.0478  324.071  9.87306 
69.914  29.0375  324.697  9.85682 
70.012  29.03  325.322  9.84039 
70.11  29.0253  325.945  9.82426 
70.208  29.0045  326.566  9.80951 
70.306  28.9867  327.186  9.79501 
70.404  28.9717  327.804  9.78031 
70.502  28.9663  328.42  9.76407 
70.6  28.9564  329.035  9.74881 
70.698  28.949  329.648  9.73359 
70.796  28.9267  330.259  9.71984 
70.894  28.9135  330.869  9.70535 
70.992  28.9026  331.478  9.69057 
71.09  28.8877  332.084  9.67661 
71.188  28.8814  332.689  9.66134 
71.286  28.8709  333.293  9.6469 
71.384  28.8588  333.895  9.63275 
71.482  28.8426  334.495  9.6193 
71.58  28.8384  335.094  9.60436 
71.678  28.8264  335.692  9.59049 
71.776  28.8068  336.288  9.57778 
71.874  28.793  336.882  9.56455 
71.972  28.7869  337.474  9.54995 
72.07  28.7733  338.066  9.5368 
72.168  28.7708  338.655  9.52219 
72.266  28.7551  339.244  9.5093 
72.364  28.7469  339.83  9.49566 
72.462  28.7348  340.415  9.48257 
72.56  28.7245  340.999  9.46938 
72.658  28.7159  341.581  9.45613 
72.756  28.7001  342.162  9.44376 
72.854  28.686  342.741  9.43146 
72.952  28.6821  343.319  9.41764 
73.05  28.6712  343.895  9.40497 
73.148  28.6618  344.47  9.39221 
73.246  28.6487  345.043  9.37997 
73.344  28.634  345.615  9.36822 
